photo_id,auto_place_id,google_place_id,accommodation_name,photo_reference,photo_url,width_px,height_px,attributions,photo_type,created_at
11,3,ChIJc5Qg0cDR5zsR_hHSFAiO7r4,"Taj Mahal Tower, Mumbai",places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpdCIGv_9wFSXSDLsCrggsA5rvXo2LLb1pWKSpU3vuJGI-h-NkxYz1tTZWDjO8lRj8uehUyZlou3SyGgJqIDFpqzTxPOww-uDNkKcG-DydI4w0B1MktosLubM5mahlfhGHLFz9xpii4mGrr1YhErdy6Zhr_dOG4Y_5nuc2Xd21XhiqiO6e5DpoCHLktsNoAaPSfGnAZaf2igsxgqxagd35V72s_tDKFfL0JPSdJjFEiM6Er7Qo0ZyuDqDeGeBVv2c4tCDP7buu8BH0kw78mZQDgL5wIPse3mS-0K3J6EjmUXFQ,https://places.googleapis.com/v1/places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpdCIGv_9wFSXSDLsCrggsA5rvXo2LLb1pWKSpU3vuJGI-h-NkxYz1tTZWDjO8lRj8uehUyZlou3SyGgJqIDFpqzTxPOww-uDNkKcG-DydI4w0B1MktosLubM5mahlfhGHLFz9xpii4mGrr1YhErdy6Zhr_dOG4Y_5nuc2Xd21XhiqiO6e5DpoCHLktsNoAaPSfGnAZaf2igsxgqxagd35V72s_tDKFfL0JPSdJjFEiM6Er7Qo0ZyuDqDeGeBVv2c4tCDP7buu8BH0kw78mZQDgL5wIPse3mS-0K3J6EjmUXFQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3200,"Taj Mahal Tower, Mumbai",general,2025-09-03T10:59:18.889Z
12,3,ChIJc5Qg0cDR5zsR_hHSFAiO7r4,"Taj Mahal Tower, Mumbai",places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpd7OYq5d6Cq2i0KlmW9LU0f51MPtIK1S0wZ3y-20lw8wr4C26NkLsAOlfy3I3aEwWmLlB32T2WNPa-CyVL_EwDkOdgpuBaIE2hBjoPgHY67f4kccQHKYBXg55mh8gYmMGw-JS08qaBtG-2rn4efDsHyqbbI6b12zTkqiKt84CUdFT3HPKJjSfW7GuaUdw6QeHlbSsBASL8sMQbzBdhL3QEDZQpOPfVBEiIrzC5h3aJniGkvfDUeh6VwF3btOK0-sueqUXrqEoETi5Vne-6pjxXLlOVAcMWgWIjCcmnlK3vFbzHdgL7ngFYBmT0i33Rnah196aF5WSlKI44ajs2E_ij7XFhsrWYAXY0BPbxFyGpBp8tX1--0QiQoK4C1IyjdUPCkP5v7erSdksoHyuqXKjFhwrDDczFzjwfYnjpvIkhVFdQk,https://places.googleapis.com/v1/places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpd7OYq5d6Cq2i0KlmW9LU0f51MPtIK1S0wZ3y-20lw8wr4C26NkLsAOlfy3I3aEwWmLlB32T2WNPa-CyVL_EwDkOdgpuBaIE2hBjoPgHY67f4kccQHKYBXg55mh8gYmMGw-JS08qaBtG-2rn4efDsHyqbbI6b12zTkqiKt84CUdFT3HPKJjSfW7GuaUdw6QeHlbSsBASL8sMQbzBdhL3QEDZQpOPfVBEiIrzC5h3aJniGkvfDUeh6VwF3btOK0-sueqUXrqEoETi5Vne-6pjxXLlOVAcMWgWIjCcmnlK3vFbzHdgL7ngFYBmT0i33Rnah196aF5WSlKI44ajs2E_ij7XFhsrWYAXY0BPbxFyGpBp8tX1--0QiQoK4C1IyjdUPCkP5v7erSdksoHyuqXKjFhwrDDczFzjwfYnjpvIkhVFdQk/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,738,415,Krishna,general,2025-09-03T10:59:18.889Z
13,3,ChIJc5Qg0cDR5zsR_hHSFAiO7r4,"Taj Mahal Tower, Mumbai",places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpfJYIltkymNlvsYGLZgZbhgeX546oPYv0EXNGRnB25q1UpOiUijRrBmIKQq6FWuV-AnLP88rSM7tjzE8IMSc7KKrG7W3iK7__Ecwbz9CXWoh63I-egI5vvOZfw9XYxb7Sb4RgLZEg6lKchrAoiIpD3cpDFmO6QXtxN5l8COq5_3nK3REMA07B6xnjkztjgLsBmMU1Gbn1eL_2PVIVKbXASaSk__pXnNtbgcJR-pVwloZtN0NpLcw0MIPKgrmoA1Xi6Z8VrzYM7tvs6XwJ5M9unvvT4_xHj_Ylg2CnGPqWYrhVF10po7LYtS9-6uQNkvj4nq8BvBojz_0H4H3gNCjB968DqxyN5-it8ezCPDzyCarjzXXh6A2DXP2ohhIvZLvmw5_qYCMQyVYUZFCcd-zPlupGqj0omJE4Y9Z513z3vnJ_U,https://places.googleapis.com/v1/places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpfJYIltkymNlvsYGLZgZbhgeX546oPYv0EXNGRnB25q1UpOiUijRrBmIKQq6FWuV-AnLP88rSM7tjzE8IMSc7KKrG7W3iK7__Ecwbz9CXWoh63I-egI5vvOZfw9XYxb7Sb4RgLZEg6lKchrAoiIpD3cpDFmO6QXtxN5l8COq5_3nK3REMA07B6xnjkztjgLsBmMU1Gbn1eL_2PVIVKbXASaSk__pXnNtbgcJR-pVwloZtN0NpLcw0MIPKgrmoA1Xi6Z8VrzYM7tvs6XwJ5M9unvvT4_xHj_Ylg2CnGPqWYrhVF10po7LYtS9-6uQNkvj4nq8BvBojz_0H4H3gNCjB968DqxyN5-it8ezCPDzyCarjzXXh6A2DXP2ohhIvZLvmw5_qYCMQyVYUZFCcd-zPlupGqj0omJE4Y9Z513z3vnJ_U/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4624,3468,Taral Shah,general,2025-09-03T10:59:18.889Z
14,3,ChIJc5Qg0cDR5zsR_hHSFAiO7r4,"Taj Mahal Tower, Mumbai",places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpdWiu9DG-xpVrIxx84dTMqAX0PdrdopCgYmfXV5y1Qe17A-qPcA0ZRYqOR8DBKVqzO6yTn3AxzKyh1b_x-eCyQwyLnM8-7HmPZzQESLGy8IIFbWxISvUv1l-ZZvXttLaVMdJKfgUnd1Z-SdG169j0q5AQ9Tq5QVkRb-rpQS34lF3-62Tdgvx1Yi613ntmvCD2Inn6mti6GhjFT2UbN8YAkM5sdS02PVF3qWGO_wkNtTXsxYw2jrVVRdPvj9wjWYrndPwPIee3aBfREjlhlsJTuwbtram-B3261UzPvozQETgYdXV_R7QE2vM75G3XnxUUmSP-HLnW_2AB8uHh6ODNafYs8XUCyFxcRd6JK7BuA9EnVnRnRSBOMuGRgApDvyFFaOJoydw5ObjWecspMuhKVpBuh4VIrywP8ECS0_IhjpnITY,https://places.googleapis.com/v1/places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpdWiu9DG-xpVrIxx84dTMqAX0PdrdopCgYmfXV5y1Qe17A-qPcA0ZRYqOR8DBKVqzO6yTn3AxzKyh1b_x-eCyQwyLnM8-7HmPZzQESLGy8IIFbWxISvUv1l-ZZvXttLaVMdJKfgUnd1Z-SdG169j0q5AQ9Tq5QVkRb-rpQS34lF3-62Tdgvx1Yi613ntmvCD2Inn6mti6GhjFT2UbN8YAkM5sdS02PVF3qWGO_wkNtTXsxYw2jrVVRdPvj9wjWYrndPwPIee3aBfREjlhlsJTuwbtram-B3261UzPvozQETgYdXV_R7QE2vM75G3XnxUUmSP-HLnW_2AB8uHh6ODNafYs8XUCyFxcRd6JK7BuA9EnVnRnRSBOMuGRgApDvyFFaOJoydw5ObjWecspMuhKVpBuh4VIrywP8ECS0_IhjpnITY/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,3024,4032,ft reader,general,2025-09-03T10:59:18.889Z
15,3,ChIJc5Qg0cDR5zsR_hHSFAiO7r4,"Taj Mahal Tower, Mumbai",places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpdG-wV1h2TwJOFOcM-gu3flyaITBJkRivBCJEryulCTIP17HjT5SyjkSYsyIJ4tPm5QqSVt74CW5L8lbhv-7ChUewUDOgmlV878VLIYxmJCi34sTdhtpKf58PMJKmaFcZ8rGGpIRpr9-BRpykWRC_UaGG5RQ52l7i47uHqecqc70qANgfkhBVXqXC6S56p-sZxk4LdOHpAGukQX5vNkoLOsSvNRfqY3mE7f9XI0Llm38svF8Az32W46-W7MkevL7AT_mSOUH61Tfe_x9t8cSaj2UeP60x-WhjYloMsspXbWTg,https://places.googleapis.com/v1/places/ChIJc5Qg0cDR5zsR_hHSFAiO7r4/photos/ATKogpdG-wV1h2TwJOFOcM-gu3flyaITBJkRivBCJEryulCTIP17HjT5SyjkSYsyIJ4tPm5QqSVt74CW5L8lbhv-7ChUewUDOgmlV878VLIYxmJCi34sTdhtpKf58PMJKmaFcZ8rGGpIRpr9-BRpykWRC_UaGG5RQ52l7i47uHqecqc70qANgfkhBVXqXC6S56p-sZxk4LdOHpAGukQX5vNkoLOsSvNRfqY3mE7f9XI0Llm38svF8Az32W46-W7MkevL7AT_mSOUH61Tfe_x9t8cSaj2UeP60x-WhjYloMsspXbWTg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3200,"Taj Mahal Tower, Mumbai",general,2025-09-03T10:59:18.889Z
16,4,ChIJicI_AALJ5zsRrMFrgB6LMEA,Grand Hyatt Mumbai Hotel & Residences,places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpeZ5ZVj24xBiEo-Q-14kYabf15sgyOHhmgKnu7Es-7KClcuzgHRJBDbpfGwQT_e0i9qzho5V9bz7Bt5tSO0l3-NLjiLPkbF70o1o-AuRkOmNuuFsdC0cra11y_Qzlaj9T7YHDYgjsJSQk_--uWHhLjwyrSGTW6e32zympI_aSIHKsaxDwLmDOLvZZaRYyZu7pcIws2V0OUXHxpDpiHkWDOxDu-AzLjEfvm5S2v7gydL635i752z6brPYzvVRMC6oriDSTBDolDRsK8MDNTJYJ0w9SFfPAxiXQYigaL12e6Odg,https://places.googleapis.com/v1/places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpeZ5ZVj24xBiEo-Q-14kYabf15sgyOHhmgKnu7Es-7KClcuzgHRJBDbpfGwQT_e0i9qzho5V9bz7Bt5tSO0l3-NLjiLPkbF70o1o-AuRkOmNuuFsdC0cra11y_Qzlaj9T7YHDYgjsJSQk_--uWHhLjwyrSGTW6e32zympI_aSIHKsaxDwLmDOLvZZaRYyZu7pcIws2V0OUXHxpDpiHkWDOxDu-AzLjEfvm5S2v7gydL635i752z6brPYzvVRMC6oriDSTBDolDRsK8MDNTJYJ0w9SFfPAxiXQYigaL12e6Odg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,2880,1990,Grand Hyatt Mumbai Hotel & Residences,general,2025-09-03T10:59:18.889Z
17,4,ChIJicI_AALJ5zsRrMFrgB6LMEA,Grand Hyatt Mumbai Hotel & Residences,places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpfT8ZwRZbighEMKCB2gCNbL7D0NZsPPd1y-cReyn6KjRIqevidV90HFiVCTivo5ptH3PYN2dumyB6MRf4qf2zjbF5wXc8ZYKLtSHlVIqAZSy4WMpOqWWJ-4JH8AWXOq-qcMQWQBPXH5v7nGXqIt9jQELduiDY0qOF2JyXGNJ84EClqKjCyvcqEW750JOajlkfIv9P9psqWKxoJl6vK0_2_TPyvKDxP_SgCWIr4T9KZIJz9gIDshpH_ia7WIDUnXCBWHZHROJc7m6MsD7JJon9Fnmo3kO2jJ5EqiaVgsE3xxYQ,https://places.googleapis.com/v1/places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpfT8ZwRZbighEMKCB2gCNbL7D0NZsPPd1y-cReyn6KjRIqevidV90HFiVCTivo5ptH3PYN2dumyB6MRf4qf2zjbF5wXc8ZYKLtSHlVIqAZSy4WMpOqWWJ-4JH8AWXOq-qcMQWQBPXH5v7nGXqIt9jQELduiDY0qOF2JyXGNJ84EClqKjCyvcqEW750JOajlkfIv9P9psqWKxoJl6vK0_2_TPyvKDxP_SgCWIr4T9KZIJz9gIDshpH_ia7WIDUnXCBWHZHROJc7m6MsD7JJon9Fnmo3kO2jJ5EqiaVgsE3xxYQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3183,Grand Hyatt Mumbai Hotel & Residences,general,2025-09-03T10:59:18.889Z
18,4,ChIJicI_AALJ5zsRrMFrgB6LMEA,Grand Hyatt Mumbai Hotel & Residences,places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpeOq23OMs2VDR2OQ4sBk8rOfjJJ7gFBZs0McArIiJhA2lCFJAR6NniDP5AK-fC64GSRbXFp3cO-H2kXFKaYdagFJM7OHyyH8Qd6wWpQRTLHz1-BrcKdtwTquyj4r10hLyh5kT_L2xcme_qa7JiTK2SxeN5z1MwCJ0DiQKGrIKNpP4L3DFHHBoatMs1wbXeInQLrfiQyI6NXBm30F11xyRW6fI1BiIyhQoSJ3YthzAU7WVnJnZq3bhw2Zstrf0ztSVNBp1ljpyvZkrGSY9fyx4R6Fa26sLdVB2iWUaTLm58K2gtLCeFKYKFx3BRZNcbMCHtf8_EbCjfxnkkEJSMECVCg0dvRJS95zBHroLmTCIObinML_qDB0wDuVJ2WJFcfifOFeLdCfH-UrPoHfpO-IPV8qqW8sDNSVUfjDXuy5pOmsvQ,https://places.googleapis.com/v1/places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpeOq23OMs2VDR2OQ4sBk8rOfjJJ7gFBZs0McArIiJhA2lCFJAR6NniDP5AK-fC64GSRbXFp3cO-H2kXFKaYdagFJM7OHyyH8Qd6wWpQRTLHz1-BrcKdtwTquyj4r10hLyh5kT_L2xcme_qa7JiTK2SxeN5z1MwCJ0DiQKGrIKNpP4L3DFHHBoatMs1wbXeInQLrfiQyI6NXBm30F11xyRW6fI1BiIyhQoSJ3YthzAU7WVnJnZq3bhw2Zstrf0ztSVNBp1ljpyvZkrGSY9fyx4R6Fa26sLdVB2iWUaTLm58K2gtLCeFKYKFx3BRZNcbMCHtf8_EbCjfxnkkEJSMECVCg0dvRJS95zBHroLmTCIObinML_qDB0wDuVJ2WJFcfifOFeLdCfH-UrPoHfpO-IPV8qqW8sDNSVUfjDXuy5pOmsvQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,712,949,Debabrata MR DEBA,general,2025-09-03T10:59:18.889Z
19,4,ChIJicI_AALJ5zsRrMFrgB6LMEA,Grand Hyatt Mumbai Hotel & Residences,places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpe6S2aav5OeymlV-ZWVT6Y_v-jQLh4sndjbw_RMKZ8hZnGD9r3-I4GJo-70OOiqT6-H7uJTXgqW_CPpb7UyuIDI3QNejHF3EBMRSAbRkhYf7JOCtihlaDPYPWf-3yY26Rm4mo44hpxMMGHQkQCmGdAMnjsE3bI0iqVBTG3ZyHh9z0y5H6dqdVrgUyZqa0Elpi6JmWDoHOlVIrmYoxvei8G9ekGGk50FLyu1IkRJOM8bpYj4J127R5nVc7bOAzdygIlrMKJPqS864XANwcwcU2E4FSud3-T9QnrPe4B907fRu-CsRQt1Ln581G03kO5g7vnSImNl-Az9GSKi902r7JrPPKD4rvztwr2n3G_naCAhWEaTxKxP6xPVUtRqCq1wcdBG_gvMCduUZvVHS8hZpExeSR1-NN-iK4eCc5PNGTrHSw3w1IQeDwOL6lPhmWPu,https://places.googleapis.com/v1/places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpe6S2aav5OeymlV-ZWVT6Y_v-jQLh4sndjbw_RMKZ8hZnGD9r3-I4GJo-70OOiqT6-H7uJTXgqW_CPpb7UyuIDI3QNejHF3EBMRSAbRkhYf7JOCtihlaDPYPWf-3yY26Rm4mo44hpxMMGHQkQCmGdAMnjsE3bI0iqVBTG3ZyHh9z0y5H6dqdVrgUyZqa0Elpi6JmWDoHOlVIrmYoxvei8G9ekGGk50FLyu1IkRJOM8bpYj4J127R5nVc7bOAzdygIlrMKJPqS864XANwcwcU2E4FSud3-T9QnrPe4B907fRu-CsRQt1Ln581G03kO5g7vnSImNl-Az9GSKi902r7JrPPKD4rvztwr2n3G_naCAhWEaTxKxP6xPVUtRqCq1wcdBG_gvMCduUZvVHS8hZpExeSR1-NN-iK4eCc5PNGTrHSw3w1IQeDwOL6lPhmWPu/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4032,2268,Jesper S,general,2025-09-03T10:59:18.889Z
20,4,ChIJicI_AALJ5zsRrMFrgB6LMEA,Grand Hyatt Mumbai Hotel & Residences,places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpeUp0g2DpPIp1_gSQmHQXbqCb619JS-LeBfchjh1-n3--8f0nSHYsNNW0qSzzOMS3g_AyGvCxrRDS5H94nlYOJ0kR_awoJ1NJFwKbb0lSkK-6kDu65fkxRied2P3m7uAPH5Y2HuzCIE8mzqpj_9TK-xy-VXw-yEMyJu4Nfa5NJMRnNjunfLu8o8LipAEs8ancWa7HometkziKWNvzqVZw7TfjlebDw1FkGAzonQuzwbbg1V6l2rAVL8_-TeVHvHK4Ioyb_I5WvkvF0q0plzYL73rvBmLvKxRjkCawuIB6YAGg,https://places.googleapis.com/v1/places/ChIJicI_AALJ5zsRrMFrgB6LMEA/photos/ATKogpeUp0g2DpPIp1_gSQmHQXbqCb619JS-LeBfchjh1-n3--8f0nSHYsNNW0qSzzOMS3g_AyGvCxrRDS5H94nlYOJ0kR_awoJ1NJFwKbb0lSkK-6kDu65fkxRied2P3m7uAPH5Y2HuzCIE8mzqpj_9TK-xy-VXw-yEMyJu4Nfa5NJMRnNjunfLu8o8LipAEs8ancWa7HometkziKWNvzqVZw7TfjlebDw1FkGAzonQuzwbbg1V6l2rAVL8_-TeVHvHK4Ioyb_I5WvkvF0q0plzYL73rvBmLvKxRjkCawuIB6YAGg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,2880,1779,Grand Hyatt Mumbai Hotel & Residences,general,2025-09-03T10:59:18.889Z
21,5,ChIJSRH78kXJ5zsRMTuWOSp0uqI,"Taj Lands End, Mumbai",places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpcv6Vr4q0mC7QRyJ4wzYOwqsbOvg_EkjfTT_HENAFrgH49n5_kQILCK8IL0QkjWkPDKrMKpV8vITA9dj9uKzFdlGTUiU4X7MhzZcj3XelsetMnX15ovaQrHPHlIIpWBWAoo93-k1JE-0M5Z9O3V9Z_3blUIMK-xufzuLJ9VPGMv1XuNOoDo16p2pBl3BALUSYgDcEefOBIaqoqfSKSHZB_B5SjGuDRloHv3zGihWTzor6RyAqrZd1U0Wo0YTsvAYw97s3UqPoFSeEhWvMKbVEyZ9iUQ-Elme5-jbsGBuLuTuA,https://places.googleapis.com/v1/places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpcv6Vr4q0mC7QRyJ4wzYOwqsbOvg_EkjfTT_HENAFrgH49n5_kQILCK8IL0QkjWkPDKrMKpV8vITA9dj9uKzFdlGTUiU4X7MhzZcj3XelsetMnX15ovaQrHPHlIIpWBWAoo93-k1JE-0M5Z9O3V9Z_3blUIMK-xufzuLJ9VPGMv1XuNOoDo16p2pBl3BALUSYgDcEefOBIaqoqfSKSHZB_B5SjGuDRloHv3zGihWTzor6RyAqrZd1U0Wo0YTsvAYw97s3UqPoFSeEhWvMKbVEyZ9iUQ-Elme5-jbsGBuLuTuA/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,1536,757,"Taj Lands End, Mumbai",general,2025-09-03T10:59:18.889Z
22,5,ChIJSRH78kXJ5zsRMTuWOSp0uqI,"Taj Lands End, Mumbai",places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpectmMgBea9Up3OT_hMzsGXoWIO67BvMgxLrsKKh1V06odCjyg_4I0D4vbYmM0sHZACl97bGGsTUJm_nuw_xJbsWrmUJL6Xh9c8YNXfwi1hR6GnAdO0ETzFWelPeX1Vnr9L57p9iRwTT4c-ZJBO65gGz-d2YyRrh7JOaHYAxe-0alAKWg5J3rmEToMOiZ-G5KOlQN1rSbVfMs3ubUSVXfOwmg5BcGBaqE7-DJfXh74TZ95l2sy9XkIQEqbdc6buBWBgfqRacxzxEw9Gbzask_8cJRYazOVDpF9u0zZR_6uGXA,https://places.googleapis.com/v1/places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpectmMgBea9Up3OT_hMzsGXoWIO67BvMgxLrsKKh1V06odCjyg_4I0D4vbYmM0sHZACl97bGGsTUJm_nuw_xJbsWrmUJL6Xh9c8YNXfwi1hR6GnAdO0ETzFWelPeX1Vnr9L57p9iRwTT4c-ZJBO65gGz-d2YyRrh7JOaHYAxe-0alAKWg5J3rmEToMOiZ-G5KOlQN1rSbVfMs3ubUSVXfOwmg5BcGBaqE7-DJfXh74TZ95l2sy9XkIQEqbdc6buBWBgfqRacxzxEw9Gbzask_8cJRYazOVDpF9u0zZR_6uGXA/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,1536,1024,"Taj Lands End, Mumbai",general,2025-09-03T10:59:18.889Z
23,5,ChIJSRH78kXJ5zsRMTuWOSp0uqI,"Taj Lands End, Mumbai",places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpe-TwqH6OCdQph8rr4EULNMlQ7vtwtI9yMYh_SuzYF7LwY-oSVgJq4t8iky2aLdeY_y8fY5Dq4R1JpUs3b89RvCH0asi_isYiqpe-wE7zayP3-1Ngf_HHDwWzYuhlFQSvJoM4Fc8OsqP69L_VQsa5jq3Kf07JMlwKlmrEi2GsRRagmvhUhaAx1CLl7GJVA0HEetPeOM4H8Yo6ABBYyy37WKc_psBaY0k_5_9Uk7FP2kS6GKOAAjamJOB5r6Xu1c_AIkLiyPNuVWMN9LnNzJ-Zbw_pC8uUrjc7hS5mCLj8tP6A,https://places.googleapis.com/v1/places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpe-TwqH6OCdQph8rr4EULNMlQ7vtwtI9yMYh_SuzYF7LwY-oSVgJq4t8iky2aLdeY_y8fY5Dq4R1JpUs3b89RvCH0asi_isYiqpe-wE7zayP3-1Ngf_HHDwWzYuhlFQSvJoM4Fc8OsqP69L_VQsa5jq3Kf07JMlwKlmrEi2GsRRagmvhUhaAx1CLl7GJVA0HEetPeOM4H8Yo6ABBYyy37WKc_psBaY0k_5_9Uk7FP2kS6GKOAAjamJOB5r6Xu1c_AIkLiyPNuVWMN9LnNzJ-Zbw_pC8uUrjc7hS5mCLj8tP6A/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3600,"Taj Lands End, Mumbai",general,2025-09-03T10:59:18.889Z
24,5,ChIJSRH78kXJ5zsRMTuWOSp0uqI,"Taj Lands End, Mumbai",places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpcZsGC-jJgF5R2BJR-un50C2ubS6pq_2dChaLzBujhiwS8SiGBNGheVwgw7hrag6VxUPi86u533dInC3jVz7DYJ8Q_Wn7iCa6hhcm0tybwF1FDldwyvAJdr0H9dFv6XLxzFlAj-xpDE4MglJtKFyzDL5bR_Oq4FBxn0xe4Y8CsxC65JfGvyHhjklwAhINGpF8aYUJATx3nRxQNYqgzbtH32Jv96JHQLkbJDFWSZv5gDV_BkgWHZoGD9Asog9pw6BSLQUyOG9mp4WFrfchxK5e-DHMPmWLKC_7VVmk17xukLQ3tVn1wuOe05oi1crg5UVXbxFArafQytm7B7_laAsIPWtFXJ2jfPXNMQJ16-c5ibZta7TANlStGAhqVpj49d7-8o1DT8l7tM_ZDd5JRs_M4uMDTgDRjOJ2btGelL1Kw,https://places.googleapis.com/v1/places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpcZsGC-jJgF5R2BJR-un50C2ubS6pq_2dChaLzBujhiwS8SiGBNGheVwgw7hrag6VxUPi86u533dInC3jVz7DYJ8Q_Wn7iCa6hhcm0tybwF1FDldwyvAJdr0H9dFv6XLxzFlAj-xpDE4MglJtKFyzDL5bR_Oq4FBxn0xe4Y8CsxC65JfGvyHhjklwAhINGpF8aYUJATx3nRxQNYqgzbtH32Jv96JHQLkbJDFWSZv5gDV_BkgWHZoGD9Asog9pw6BSLQUyOG9mp4WFrfchxK5e-DHMPmWLKC_7VVmk17xukLQ3tVn1wuOe05oi1crg5UVXbxFArafQytm7B7_laAsIPWtFXJ2jfPXNMQJ16-c5ibZta7TANlStGAhqVpj49d7-8o1DT8l7tM_ZDd5JRs_M4uMDTgDRjOJ2btGelL1Kw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,800,533,ᴢᴜʟꜰɪQᴀʀ,general,2025-09-03T10:59:18.889Z
25,5,ChIJSRH78kXJ5zsRMTuWOSp0uqI,"Taj Lands End, Mumbai",places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpfx6yzXf2D0DMH2YUifFr-zbkzV9gvCvBfBirXiY02-V83qOYf8JJv66XottCfXGxxYeDMyGxe5TrAIiHeLAxlp8KPzYEZP_GIhIWQUWkmQVz6Q_23UFeGpcpo3r6mhD_3KqkYFduPlERd9eGcdkNqztz_UxwuU7tTEuJ3dHIDZEIll1hB94fNYUeW7PYSB82RV1VxRAG6EzxCaeIrSyYzxl_oQZbSnwJMHt36FpS8w4h2FhJj7HXf1dXUlOxnk0aiPcdEcR7D3-ScJQNcsF_iWd76o5IXH83CYKmRNdU-A8g,https://places.googleapis.com/v1/places/ChIJSRH78kXJ5zsRMTuWOSp0uqI/photos/ATKogpfx6yzXf2D0DMH2YUifFr-zbkzV9gvCvBfBirXiY02-V83qOYf8JJv66XottCfXGxxYeDMyGxe5TrAIiHeLAxlp8KPzYEZP_GIhIWQUWkmQVz6Q_23UFeGpcpo3r6mhD_3KqkYFduPlERd9eGcdkNqztz_UxwuU7tTEuJ3dHIDZEIll1hB94fNYUeW7PYSB82RV1VxRAG6EzxCaeIrSyYzxl_oQZbSnwJMHt36FpS8w4h2FhJj7HXf1dXUlOxnk0aiPcdEcR7D3-ScJQNcsF_iWd76o5IXH83CYKmRNdU-A8g/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,1536,1024,"Taj Lands End, Mumbai",general,2025-09-03T10:59:18.889Z
